"ID","FCR_EXTERNAL_ID__C"
"0010Y00000RqCwWQAV","2209049"
"0010Y00000RqDIuQAN","686809"
"0010Y00000RqDaCQAV","1258665"
"0010Y00000RqEP3QAN","1162689"
"0010Y00000RqEp6QAF","65364"
"0010Y00000RqEp8QAF","65654"
"0010Y00000RqEp9QAF","2170833"
"0010Y00000RqEpAQAV","68967"
"0010Y00000RqEpDQAV","74254"
"0010Y00000RqEpFQAV","664636"
"0010Y00000RqEpGQAV","607324"
"0010Y00000RqEqbQAF","899264"
"0010Y00000RqEuqQAF","808145"
"0010Y00000RqEx1QAF","959331"
"0010Y00000RqEx2QAF","6873622"
"0010Y00000RqExyQAF","734923"
"0010Y00000RqFKqQAN","2171018"
"0010Y00000RqFKrQAN","74262"
"0010Y00000RqFMdQAN","797851"
"0010Y00000RqFNEQA3","786300"
"0010Y00000RqGNJQA3","1481046"
"0010Y00000RqGSPQA3","1417972"
"0010Y00000RqGVAQA3","6762846"
"0010Y00000RqGVBQA3","5611193"
"0010Y00000RqGVfQAN","6692471"
"0010Y00000RqGwQQAV","756834"
"0010Y00000RqGy7QAF","835480"
"0010Y00000RqH5KQAV","372501"
"0010Y00000RqH5XQAV","367626"
"0010Y00000RqH5gQAF","377577"
"0010Y00000RqHxKQAV","1118925"
"0010Y00000RqIB9QAN","1212427"
"0010Y00000RqIREQA3","1044372"
"0010Y00000SiWZ4QAN","1319343"
"0010Y00000SiWiZQAV","7013459"
"0010Y00000Rpl61QAB","5106037"
"0010Y00000RplLWQAZ","2215443"
"0010Y00000Rplm7QAB","870462"
"0010Y00000RplmQQAR","858247"
"0010Y00000RplpRQAR","1437624"
"0010Y00000RplppQAB","664412"
"0010Y00000RpluJQAR","1242381"
"0010Y00000Rpm5eQAB","6823338"
"0010Y00000Rpm6NQAR","1050682"
"0010Y00000RpmCbQAJ","1011967"
"0010Y00000RpmHNQAZ","894810"
"0010Y00000RpmKrQAJ","68457"
"0010Y00000RpmTIQAZ","6953147"
"0010Y00000Rpmb9QAB","71334"
"0010Y00000RpmmEQAR","1321"
"0010Y00000RpmmFQAR","6808495"
"0010Y00000Rpmo8QAB","269896"
"0010Y00000Rpn1vQAB","6737116"
"0010Y00000Rpn40QAB","359569"
"0010Y00000Rpn7IQAR","776502"
"0010Y00000Rpn7UQAR","798164"
"0010Y00000Rpn8MQAR","711556"
"0010Y00000RpnGHQAZ","6922518"
"0010Y00000RpnOaQAJ","1242304"
"0010Y00000RpnOdQAJ","1245574"
"0010Y00000RpnOiQAJ","1040511"
"0010Y00000RpnaAQAR","935079"
"0010Y00000RpncUQAR","1428758"
"0010Y00000RpnjIQAR","2734731"
"0010Y00000Rpnu8QAB","1299447"
"0010Y00000RpoAiQAJ","363856"
"0010Y00000RpoKwQAJ","72271"
"0010Y00000Rpot0QAB","72054"
"0010Y00000Rpp7AQAR","66087"
"0010Y00000Rpp7DQAR","73381"
"0010Y00000Rpp7IQAR","72330"
"0010Y00000Rpp7wQAB","67690"
"0010Y00000Rpp9wQAB","61951"
"0010Y00000RppnSQAR","638140"
"0010Y00000RppstQAB","533214"
"0010Y00000RpqBpQAJ","71987"
"0010Y00000Rpto6QAB","73362"
"0010Y00000RpvzsQAB","65952"
"0010Y00000Rpz5SQAR","68539"
"0010Y00000Rpz5TQAR","6496129"
"0010Y00000Rpz7yQAB","71924"
"0010Y00000RpzAoQAJ","72532"
"0010Y00000RpzeeQAB","1410168"
"0010Y00000RpzefQAB","1503114"
"0010Y00000RpzidQAB","66134"
"0010Y00000RpzieQAB","6798498"
"0010Y00000Rpzj8QAB","66487"
"0010Y00000RpzjOQAR","63682"
"0010Y00000RpzjwQAB","62591"
"0010Y00000Rpzk4QAB","62807"
"0010Y00000Rq0DvQAJ","1265"
"0010Y00000Rq0G1QAJ","1149750"
"0010Y00000Rq0GAQAZ","1050435"
"0010Y00000Rq0GBQAZ","6177311"
"0010Y00000Rq0NjQAJ","74963"
"0010Y00000Rq0NkQAJ","75006"
"0010Y00000Rq0PbQAJ","76440"
"0010Y00000Rq0PsQAJ","76210"
"0010Y00000Rq0npQAB","6843355"
"0010Y00000Rq0nrQAB","6724004"
"0010Y00000Rq2s0QAB","1372413"
"0010Y00000Rq2xxQAB","71588"
"0010Y00000Rq2y2QAB","71179"
"0010Y00000Rq2yQQAR","62410"
"0010Y00000Rq2yeQAB","67149"
"0010Y00000Rq3DXQAZ","368630"
"0010Y00000RqBArQAN","72668"
"0010Y00000RqBAtQAN","72580"
"0010Y00000RqEC0QAN","74008"
"0010Y00000RqEC1QAN","2170988"
"0010Y00000RqEEjQAN","1178043"
"0010Y00000RqEfQQAV","72966"
"0010Y00000RqErUQAV","913865"
"0010Y00000RqEsJQAV","927265"
"0010Y00000RqGAzQAN","1443747"
"0010Y00000RqGKTQA3","6811997"
"0010Y00000RqGLZQA3","6981233"
"0010Y00000RqGcJQAV","2200494"
"0010Y00000RqH2nQAF","376087"
"0010Y00000RqHPNQA3","1253422"
"0010Y00000RqHXYQA3","766797"
"0010Y00000RqHXZQA3","6758029"
"0010Y00000RqHdgQAF","1157816"
"0010Y00000SiWaUQAV","4642066"
"0010Y00000SiWkiQAF","65378"
"0010Y00000Vs5MQQAZ","6741101"
"0010Y00000Zu6sOQAR","7060597"
"0010Y00000Rpot1QAB","72135"
"0010Y00000RpqFAQAZ","427067"
"0010Y00000RpqmaQAB","72468"
"0010Y00000Rpqn2QAB","70708"
"0010Y00000Rps69QAB","71676"
"0010Y00000RpsXGQAZ","60668"
"0010Y00000RpsXcQAJ","60349"
"0010Y00000RpsXfQAJ","59878"
"0010Y00000RpsXvQAJ","61525"
"0010Y00000RpsjVQAR","736747"
"0010Y00000Rpt0RQAR","837770"
"0010Y00000Rptm3QAB","71453"
"0010Y00000RptnkQAB","72898"
"0010Y00000Rptw2QAB","75753"
"0010Y00000Rpu96QAB","999814"
"0010Y00000RpuPmQAJ","380234"
"0010Y00000RpuTxQAJ","67651"
"0010Y00000RpvjwQAB","63581"
"0010Y00000RpvkLQAR","66532"
"0010Y00000RpvliQAB","63195"
"0010Y00000RpvxrQAB","664002"
"0010Y00000RpzheQAB","71531"
"0010Y00000RpzhyQAB","72309"
"0010Y00000Rq0KYQAZ","1203651"
"0010Y00000Rq1MaQAJ","194883"
"0010Y00000Rq2GJQAZ","522715"
"0010Y00000Rq2xuQAB","75951"
"0010Y00000Rq2yFQAR","70311"
"0010Y00000Rq2yKQAR","62761"
"0010Y00000Rq3E4QAJ","387627"
"0010Y00000Rq3oDQAR","1474622"
"0010Y00000Rq3pfQAB","664485"
"0010Y00000Rq3wvQAB","376328"
"0010Y00000Rq4U6QAJ","3736681"
"0010Y00000Rq4cOQAR","379507"
"0010Y00000Rq5hqQAB","6790395"
"0010Y00000Rq67YQAR","69347"
"0010Y00000Rq6aOQAR","67724"
"0010Y00000Rq6bFQAR","62795"
"0010Y00000Rq76pQAB","76679"
"0010Y00000Rq85nQAB","73199"
"0010Y00000Rq87pQAB","71269"
"0010Y00000Rq88LQAR","74041"
"0010Y00000Rq88vQAB","76280"
"0010Y00000Rq893QAB","76132"
"0010Y00000Rq8PYQAZ","76110"
"0010Y00000Rq8UEQAZ","538405"
"0010Y00000Rq8VHQAZ","553827"
"0010Y00000Rq96pQAB","603543"
"0010Y00000Rq9DgQAJ","66697"
"0010Y00000Rq9DiQAJ","69616"
"0010Y00000Rq9DtQAJ","61073"
"0010Y00000RqABeQAN","6695949"
"0010Y00000RqAKKQA3","1329405"
"0010Y00000RqAZXQA3","6812492"
"0010Y00000RqAZYQA3","363622"
"0010Y00000RqAZbQAN","362989"
"0010Y00000RqAcJQAV","6786826"
"0010Y00000RqAcLQAV","2563"
"0010Y00000RqAjdQAF","918758"
"0010Y00000RqApeQAF","1368859"
"0010Y00000RqApfQAF","6695745"
"0010Y00000RqAynQAF","374314"
"0010Y00000RqBAwQAN","72409"
"0010Y00000RqBB3QAN","72008"
"0010Y00000RqBaVQAV","567569"
"0010Y00000RqBeLQAV","1459946"
"0010Y00000RqBeUQAV","360181"
"0010Y00000RqBeVQAV","2179037"
"0010Y00000RqBeWQAV","375734"
"0010Y00000RqBeXQAV","5928362"
"0010Y00000RqBelQAF","63471"
"0010Y00000RqBemQAF","2170777"
"0010Y00000RqBenQAF","1477727"
"0010Y00000RqBeoQAF","1478994"
"0010Y00000RqCERQA3","744746"
"0010Y00000RqCbWQAV","572221"
"0010Y00000RqCj0QAF","2183261"
"0010Y00000RqCj1QAF","622737"
"0010Y00000RqCj2QAF","378874"
"0010Y00000RqCj3QAF","1470621"
"0010Y00000RqCjeQAF","517888"
"0010Y00000RqCjfQAF","2181562"
"0010Y00000RqCjhQAF","65372"
"0010Y00000RqCjiQAF","1492594"
"0010Y00000RqCrNQAV","6777155"
"0010Y00000RqCsiQAF","6815158"
"0010Y00000RqCwUQAV","6695058"
"0010Y00000RqCwVQAV","2167686"
"0010Y00000RqDGFQA3","6703853"
"0010Y00000RqDMCQA3","6758873"
"0010Y00000RqDegQAF","1374690"
"0010Y00000RqEIdQAN","64516"
"0010Y00000RqEMwQAN","3274437"
"0010Y00000RqEbPQAV","636808"
"0010Y00000RqEpsQAF","987264"
"0010Y00000RqEymQAF","745662"
"0010Y00000RqFbkQAF","1489860"
"0010Y00000RqFblQAF","1491040"
"0010Y00000RqFhSQAV","1492903"
"0010Y00000RqFhlQAF","1472635"
"0010Y00000RqGYQQA3","2192852"
"0010Y00000RqGtXQAV","1198855"
"0010Y00000RqGuqQAF","1075796"
"0010Y00000RqGzlQAF","603692"
"0010Y00000RqH5OQAV","369853"
"0010Y00000RqHEVQA3","746770"
"0010Y00000RqHMyQAN","741222"
"0010Y00000RqHNAQA3","748859"
"0010Y00000RqHWKQA3","962755"
"0010Y00000RqIKxQAN","7033735"
"0010Y00000SiWZEQA3","64480"
"0010Y00000ZvyViQAJ","Harman"
"0010Y00000Rpl5RQAR","2193381"
"0010Y00000Rpl6dQAB","1439103"
"0010Y00000RplnVQAR","697496"
"0010Y00000RployQAB","2626"
"0010Y00000Rpm71QAB","1226157"
"0010Y00000RpmPWQAZ","1396551"
"0010Y00000RpmScQAJ","7016186"
"0010Y00000RpmUXQAZ","91650"
"0010Y00000Rpmm5QAB","2521"
"0010Y00000RpmpCQAR","7001860"
"0010Y00000RpnVfQAJ","6826185"
"0010Y00000RpntsQAB","1293016"
"0010Y00000RpnvwQAB","6762164"
"0010Y00000RpnykQAB","6702255"
"0010Y00000RpnyqQAB","6710262"
"0010Y00000Rpo4sQAB","1354042"
"0010Y00000Rpo5UQAR","1385363"
"0010Y00000Rpo75QAB","1190402"
"0010Y00000RpoAgQAJ","357808"
"0010Y00000RpoMRQAZ","1120509"
"0010Y00000RpolVQAR","1312"
"0010Y00000RposgQAB","70218"
"0010Y00000Rpp8GQAR","62692"
"0010Y00000RppiTQAR","1983"
"0010Y00000RppscQAB","530009"
"0010Y00000RppvkQAB","1691"
"0010Y00000RpqmjQAB","63382"
"0010Y00000RpqmkQAB","4927312"
"0010Y00000Rpqn3QAB","70493"
"0010Y00000Rpr04QAB","391118"
"0010Y00000RpsWlQAJ","70041"
"0010Y00000RpsXhQAJ","62067"
"0010Y00000RptDuQAJ","70209"
"0010Y00000RptmCQAR","70571"
"0010Y00000Rpu19QAB","1499"
"0010Y00000Rpu4UQAR","688200"
"0010Y00000RpuPnQAJ","381322"
"0010Y00000RpuSsQAJ","66590"
"0010Y00000RpvjUQAR","64439"
"0010Y00000RpvkOQAR","66888"
"0010Y00000RpvkdQAB","65152"
"0010Y00000RpvlvQAB","62589"
"0010Y00000RpwEAQAZ","700730"
"0010Y00000RpwELQAZ","809048"
"0010Y00000Rpz5aQAB","68396"
"0010Y00000Rpz80QAB","71141"
"0010Y00000Rq0MnQAJ","2214639"
"0010Y00000Rq0PPQAZ","76653"
"0010Y00000Rq0PXQAZ","76607"
"0010Y00000Rq0PiQAJ","74608"
"0010Y00000Rq0mJQAR","631108"
"0010Y00000Rq0pDQAR","1489042"
"0010Y00000Rq3CFQAZ","368517"
"0010Y00000Rq3CMQAZ","372661"
"0010Y00000Rq3CoQAJ","365956"
"0010Y00000Rq3eUQAR","375097"
"0010Y00000Rq3lBQAR","68887"
"0010Y00000Rq3q2QAB","685211"
"0010Y00000Rq3qQQAR","688636"
"0010Y00000Rq3wGQAR","391063"
"0010Y00000Rq6Z5QAJ","68712"
"0010Y00000Rq88IQAR","73664"
"0010Y00000Rq88JQAR","74055"
"0010Y00000Rq88RQAR","74361"
"0010Y00000Rq88lQAB","76642"
"0010Y00000Rq88yQAB","76299"
"0010Y00000Rq8r0QAB","70150"
"0010Y00000Rq8r1QAB","2207478"
"0010Y00000Rq9VZQAZ","6762832"
"0010Y00000RqAJzQAN","67603"
"0010Y00000RqAK8QAN","5164073"
"0010Y00000RqAKAQA3","7023658"
"0010Y00000RqAKBQA3","6946520"
"0010Y00000RqAKCQA3","6946525"
"0010Y00000RqAZQQA3","382519"
"0010Y00000RqAjiQAF","1209822"
"0010Y00000RqAjrQAF","1186281"
"0010Y00000RqAl9QAF","5613427"
"0010Y00000RqAphQAF","62476"
"0010Y00000RqB9lQAF","66875"
"0010Y00000RqBNxQAN","6823605"
"0010Y00000RqC3vQAF","826434"
"0010Y00000RqC4vQAF","679454"
"0010Y00000RqC5GQAV","605333"
"0010Y00000RqCizQAF","74293"
"0010Y00000RqCjkQAF","1483182"
"0010Y00000RqCjlQAF","1441632"
"0010Y00000RqDEYQA3","6779587"
"0010Y00000RqDObQAN","1318880"
"0010Y00000RqDfwQAF","978465"
"0010Y00000RqDiwQAF","1270933"
"0010Y00000RqE27QAF","1221466"
"0010Y00000RqEoaQAF","666365"
"0010Y00000RqExcQAF","935605"
"0010Y00000RqF3AQAV","602699"
"0010Y00000RqFqNQAV","1274822"
"0010Y00000RqFzwQAF","6751343"
"0010Y00000RqGKsQAN","6808692"
"0010Y00000RqGOWQA3","6905439"
"0010Y00000RqGsDQAV","1266239"
"0010Y00000RqGtkQAF","3274601"
"0010Y00000RqHF0QAN","732431"
"0010Y00000RqHGSQA3","1217181"
"0010Y00000RqHNXQA3","747807"
"0010Y00000RqHtQQAV","1449962"
"0010Y00000RqHzEQAV","915478"
"0010Y00000RqI0tQAF","943454"
"0010Y00000RqIAUQA3","1209646"
"0010Y00000RqIF1QAN","1177736"
"0010Y00000SiWapQAF","18726092"
"0010Y00000cS26RQAS","803225"
"0010Y00000cS26fQAC","387592"
"0010Y00000nkKd6QAE","606788"
"0010Y00000RplVCQAZ","387256"
"0010Y00000RpltYQAR","602678"
"0010Y00000RplwqQAB","374732"
"0010Y00000Rpm9xQAB","1254470"
"0010Y00000RpmJUQAZ","66508"
"0010Y00000RpmawQAB","74261"
"0010Y00000Rpmb1QAB","75067"
"0010Y00000RpmspQAB","391152"
"0010Y00000RpmszQAB","387761"
"0010Y00000Rpn0fQAB","1290218"
"0010Y00000Rpn7mQAB","815607"
"0010Y00000RpnEpQAJ","6774889"
"0010Y00000RpnU2QAJ","1457468"
"0010Y00000RpniFQAR","6685271"
"0010Y00000RpnjgQAB","2206224"
"0010Y00000Rpnv0QAB","1306231"
"0010Y00000Rpo7VQAR","878388"
"0010Y00000RpoAYQAZ","383171"
"0010Y00000RpoGGQAZ","687058"
"0010Y00000RpoIoQAJ","1078853"
"0010Y00000RpoL7QAJ","64905"
"0010Y00000RpoLTQAZ","60284"
"0010Y00000RpotAQAR","70964"
"0010Y00000Rpp7GQAR","73454"
"0010Y00000Rpp8JQAR","64657"
"0010Y00000RppK1QAJ","874994"
"0010Y00000RppNnQAJ","2240"
"0010Y00000RpptDQAR","531815"
"0010Y00000RppteQAB","426632"
"0010Y00000RpqBgQAJ","6715308"
"0010Y00000RpqH3QAJ","6755882"
"0010Y00000RpqH4QAJ","472588"
"0010Y00000RpqHBQAZ","489294"
"0010Y00000RpqKlQAJ","6755897"
"0010Y00000RpqyyQAB","6873638"
"0010Y00000RprNaQAJ","6952718"
"0010Y00000Rps1kQAB","69264"
"0010Y00000RpsHFQAZ","935553"
"0010Y00000RptFOQAZ","60998"
"0010Y00000RpuPJQAZ","383946"
"0010Y00000RpweiQAB","6755934"
"0010Y00000RpxVHQAZ","1354642"
"0010Y00000Rpxm3QAB","539471"
"0010Y00000RpyV4QAJ","1143085"
"0010Y00000Rpz59QAB","60299"
"0010Y00000Rpz5mQAB","69254"
"0010Y00000Rpz5uQAB","69324"
"0010Y00000RpzADQAZ","5160890"
"0010Y00000RpzAzQAJ","6692487"
"0010Y00000Rpzi3QAB","72108"
"0010Y00000RpzjSQAR","63719"
"0010Y00000RpzkNQAR","64770"
"0010Y00000Rq0FUQAZ","1201474"
"0010Y00000Rq0O3QAJ","70172"
"0010Y00000Rq0O7QAJ","6746355"
"0010Y00000Rq0OjQAJ","74488"
"0010Y00000Rq0oVQAR","5162902"
"0010Y00000Rq0p7QAB","1484913"
"0010Y00000Rq1AKQAZ","573543"
"0010Y00000Rq3CpQAJ","364874"
"0010Y00000Rq3DYQAZ","6727190"
"0010Y00000Rq3EGQAZ","385430"
"0010Y00000Rq3EHQAZ","6988597"
"0010Y00000Rq5gTQAR","6782496"
"0010Y00000Rq5iyQAB","6800236"
"0010Y00000Rq6bTQAR","62539"
"0010Y00000Rq76xQAB","75924"
"0010Y00000Rq7ssQAB","779630"
"0010Y00000Rq7u0QAB","818109"
"0010Y00000Rq85IQAR","64724"
"0010Y00000Rq8AWQAZ","384152"
"0010Y00000Rq8CHQAZ","6687798"
"0010Y00000Rq8P4QAJ","75567"
"0010Y00000Rq8r2QAB","74259"
"0010Y00000Rq8r3QAB","2171017"
"0010Y00000Rq8r7QAB","537847"
"0010Y00000Rq96WQAR","606408"
"0010Y00000Rq9DnQAJ","61126"
"0010Y00000Rq9DoQAJ","6773135"
"0010Y00000Rq9EEQAZ","71572"
"0010Y00000Rq9EuQAJ","2349"
"0010Y00000RqB8fQAF","61115"
"0010Y00000RqBB0QAN","71985"
"0010Y00000RqBeZQAV","74553"
"0010Y00000RqBeaQAF","73942"
"0010Y00000RqBebQAF","2170976"
"0010Y00000RqBecQAF","62774"
"0010Y00000RqBedQAF","2170767"
"0010Y00000RqC6HQAV","688375"
"0010Y00000RqDQWQA3","1258939"
"0010Y00000RqEIQQA3","390302"
"0010Y00000RqEPdQAN","1151697"
"0010Y00000RqEfOQAV","731210"
"0010Y00000RqEfUQAV","75527"
"0010Y00000RqEsSQAV","931825"
"0010Y00000RqFB6QAN","634131"
"0010Y00000RqFZCQA3","688748"
"0010Y00000RqFaXQAV","654031"
"0010Y00000RqFbKQAV","539592"
"0010Y00000RqG2UQAV","6701669"
"0010Y00000RqG9tQAF","6740053"
"0010Y00000RqGS0QAN","6651191"
"0010Y00000RqHCkQAN","762393"
"0010Y00000RqHMKQA3","743402"
"0010Y00000RqHYDQA3","974676"
"0010Y00000RqHhQQAV","897132"
"0010Y00000RqHhaQAF","899754"
"0010Y00000RqI9qQAF","1180658"
"0010Y00000RqIDXQA3","993028"
"0010Y00000RqIHGQA3","1396812"
"0010Y00001BR72fQAD","1043195"
"0010Y00000Rpl6gQAB","1427787"
"0010Y00000Rplm4QAB","871696"
"0010Y00000Rplw4QAB","824187"
"0010Y00000RpmbIQAR","64733"
"0010Y00000RpmbcQAB","69178"
"0010Y00000Rpn9YQAR","6937711"
"0010Y00000RpnJuQAJ","576471"
"0010Y00000RpnwPQAR","1301163"
"0010Y00000RpoLCQAZ","62713"
"0010Y00000RpoLNQAZ","68556"
"0010Y00000RpoMIQAZ","1099461"
"0010Y00000RpoOoQAJ","978357"
"0010Y00000RpqmgQAB","63646"
"0010Y00000RpqmmQAB","63093"
"0010Y00000Rpqn6QAB","74923"
"0010Y00000RpqzPQAR","756619"
"0010Y00000RpsHWQAZ","707261"
"0010Y00000RpsXWQAZ","62203"
"0010Y00000RpsYSQAZ","61232"
"0010Y00000RpsmMQAR","965614"
"0010Y00000RpsmNQAR","1498925"
"0010Y00000Rpt0HQAR","370842"
"0010Y00000RptAKQAZ","6896991"
"0010Y00000RptAfQAJ","4594696"
"0010Y00000RptmOQAR","71055"
"0010Y00000RptmUQAR","71794"
"0010Y00000Rpu9oQAB","956570"
"0010Y00000RpuTWQAZ","66346"
"0010Y00000RpvkVQAR","66853"
"0010Y00000Rq3ePQAR","374710"
"0010Y00000Rq3eQQAR","374724"
"0010Y00000Rq3oBQAR","1470879"
"0010Y00000Rq3oCQAR","1489180"
"0010Y00000Rq3paQAB","539729"
"0010Y00000Rq3qLQAR","6791589"
"0010Y00000Rq3qMQAR","688421"
"0010Y00000Rq3yhQAB","637431"
"0010Y00000Rq4BXQAZ","357076"
"0010Y00000Rq4E5QAJ","7013397"
"0010Y00000Rq4E6QAJ","1224661"
"0010Y00000Rq4FXQAZ","1288515"
"0010Y00000Rq4bYQAR","379175"
"0010Y00000Rq4fPQAR","4642840"
"0010Y00000Rq51VQAR","1274785"
"0010Y00000Rq5tEQAR","729989"
"0010Y00000Rq6aZQAR","66293"
"0010Y00000Rq6b1QAB","63685"
"0010Y00000Rq6b8QAB","64113"
"0010Y00000Rq6bEQAR","63279"
"0010Y00000Rq6jtQAB","728997"
"0010Y00000Rq6juQAB","6715555"
"0010Y00000Rq7KNQAZ","6858509"
"0010Y00000Rq85OQAR","64668"
"0010Y00000Rq86GQAR","72530"
"0010Y00000Rq887QAB","73613"
"0010Y00000Rq88VQAR","74327"
"0010Y00000Rq8BNQAZ","371668"
"0010Y00000Rq8BOQAZ","1457177"
"0010Y00000Rq8CEQAZ","2170763"
"0010Y00000Rq8CFQAZ","62558"
"0010Y00000Rq8K6QAJ","634868"
"0010Y00000Rq8r5QAB","534486"
"0010Y00000Rq8r9QAB","1489181"
"0010Y00000Rq8rBQAR","576805"
"0010Y00000Rq9cAQAR","6793816"
"0010Y00000RqA9KQAV","1348041"
"0010Y00000RqA9LQAV","1503140"
"0010Y00000RqA9yQAF","1399365"
"0010Y00000RqAiYQAV","1166015"
"0010Y00000RqB8sQAF","69787"
"0010Y00000RqB9zQAF","63315"
"0010Y00000RqBA7QAN","63285"
"0010Y00000RqBAFQA3","62412"
"0010Y00000RqBteQAF","793167"
"0010Y00000RqC5IQAV","606958"
"0010Y00000RqC5JQAV","6737605"
"0010Y00000RqCc2QAF","4642787"
"0010Y00000RqCj4QAF","2187585"
"0010Y00000RqCj5QAF","74212"
"0010Y00000RqCj6QAF","1457233"
"0010Y00000RqCj7QAF","1151736"
"0010Y00000RqCjjQAF","1479622"
"0010Y00000RqCqHQAV","2199782"
"0010Y00000RqD5IQAV","1442666"
"0010Y00000RqDIWQA3","1506964"
"0010Y00000RqDIvQAN","1496325"
"0010Y00000RqDheQAF","6715478"
"0010Y00000RqEW3QAN","1153322"
"0010Y00000RqEWXQA3","1069864"
"0010Y00000RqEbVQAV","74366"
"0010Y00000RqEraQAF","912129"
"0010Y00000RqFNDQA3","786128"
"0010Y00000RqFZDQA3","689005"
"0010Y00000RqFbgQAF","6756361"
"0010Y00000RqFbhQAF","926854"
"0010Y00000RqFhJQAV","1501351"
"0010Y00000RqFhKQAV","1502391"
"0010Y00000RqFrUQAV","1264387"
"0010Y00000RqGy4QAF","854129"
"0010Y00000RqH5FQAV","389208"
"0010Y00000RqHVEQA3","1136501"
"0010Y00000RqHjgQAF","1361943"
"0010Y00000RqHz6QAF","917530"
"0010Y0000143y8zQAA","103950"
"0010Y00000Rpl5EQAR","5853839"
"0010Y00000RplTwQAJ","3426"
"0010Y00000RpmH6QAJ","911609"
"0010Y00000RpmL4QAJ","134414"
"0010Y00000RpmqmQAB","6959768"
"0010Y00000Rpn2RQAR","6713761"
"0010Y00000RpnFlQAJ","6799685"
"0010Y00000RpnJVQAZ","425300"
"0010Y00000RpnPgQAJ","1163139"
"0010Y00000RpnRmQAJ","6913507"
"0010Y00000RpnbLQAR","907883"
"0010Y00000RpnjSQAR","3002226"
"0010Y00000RpnjZQAR","2199785"
"0010Y00000RpnjaQAB","5857879"
"0010Y00000RpnuTQAR","6718602"
"0010Y00000RpnuxQAB","1313119"
"0010Y00000RpoDOQAZ","667917"
"0010Y00000RpoIvQAJ","1070748"
"0010Y00000Rpot9QAB","71455"
"0010Y00000Rpp87QAB","63979"
"0010Y00000RppHbQAJ","883211"
"0010Y00000RppIgQAJ","640129"
"0010Y00000RppfTQAR","76831"
"0010Y00000RppqXQAR","138212"
"0010Y00000RppqiQAB","137620"
"0010Y00000Rpq66QAB","134857"
"0010Y00000Rptl1QAB","633404"
"0010Y00000RptnrQAB","72969"
"0010Y00000RptocQAB","65534"
"0010Y00000Rpu2DQAR","4532"
"0010Y00000RpuTqQAJ","67784"
"0010Y00000RpubkQAB","139447"
"0010Y00000RputyQAB","6735536"
"0010Y00000RpvTNQAZ","1012204"
"0010Y00000Rpvi2QAB","574641"
"0010Y00000RpviqQAB","939282"
"0010Y00000RpvxdQAB","661498"
"0010Y00000RpwD9QAJ","735385"
"0010Y00000RpwrqQAB","673095"
"0010Y00000RpxVyQAJ","4641880"
"0010Y00000Rpyy3QAB","611327"
"0010Y00000RpzAbQAJ","134025"
"0010Y00000RpzWfQAJ","612635"
"0010Y00000Rq0NuQAJ","70045"
"0010Y00000Rq0O8QAJ","70265"
"0010Y00000Rq1YeQAJ","6715250"
"0010Y00000Rq1aFQAR","425094"
"0010Y00000Rq1aGQAR","425133"
"0010Y00000Rq2TKQAZ","614554"
"0010Y00000Rq2kRQAR","107683"
"0010Y00000Rq2lHQAR","108216"
"0010Y00000Rq2vjQAB","137977"
"0010Y00000Rq2w5QAB","74899"
"0010Y00000Rq2xEQAR","135992"
"0010Y00000Rq2yAQAR","74018"
"0010Y00000Rq2yOQAR","65124"
"0010Y00000Rq370QAB","139330"
"0010Y00000Rq3EOQAZ","384704"
"0010Y00000Rq7yZQAR","1463909"
"0010Y00000Rq81QQAR","840016"
"0010Y00000Rq86MQAR","72000"
"0010Y00000Rq87lQAB","71638"
"0010Y00000Rq8V5QAJ","672740"
"0010Y00000Rq8iHQAR","6852151"
"0010Y00000Rq8uPQAR","136693"
"0010Y00000Rq8uaQAB","133807"
"0010Y00000Rq8y8QAB","126851"
"0010Y00000Rq988QAB","673034"
"0010Y00000RqAACQA3","1406624"
"0010Y00000RqAFDQA3","4458"
"0010Y00000RqAK1QAN","139716"
"0010Y00000RqAK2QAN","2172915"
"0010Y00000RqAK3QAN","121844"
"0010Y00000RqAKEQA3","606036"
"0010Y00000RqAKFQA3","2183016"
"0010Y00000RqAKbQAN","6836054"
"0010Y00000RqAipQAF","1058611"
"0010Y00000RqAlMQAV","117594"
"0010Y00000RqApoQAF","1438222"
"0010Y00000RqAppQAF","1449950"
"0010Y00000RqBeeQAF","2204615"
"0010Y00000RqBefQAF","961848"
"0010Y00000RqBegQAF","2204123"
"0010Y00000RqBesQAF","1482838"
"0010Y00000RqCc0QAF","1482839"
"0010Y00000RqCieQAF","767664"
"0010Y00000RqCjnQAF","644855"
"0010Y00000RqCsoQAF","6806279"
"0010Y00000RqDFjQAN","6747318"
"0010Y00000RqDQTQA3","1262984"
"0010Y00000RqEC2QAN","4121"
"0010Y00000RqEC3QAN","1459428"
"0010Y00000RqECyQAN","1394433"
"0010Y00000RqEDdQAN","1200286"
"0010Y00000RqEE2QAN","1207329"
"0010Y00000RqEpjQAF","1007904"
"0010Y00000RqExdQAF","936976"
"0010Y00000RqF4iQAF","614759"
"0010Y00000RqFKuQAN","6725306"
"0010Y00000RqFYyQAN","672419"
"0010Y00000RqFpDQAV","1295926"
"0010Y00000RqGRiQAN","1450229"
"0010Y00000RqGW7QAN","6682296"
"0010Y00000RqGtNQAV","1169687"
"0010Y00000RqGxAQAV","700982"
"0010Y00000RqH1VQAV","139654"
